Alias1,gaia_id,source_id,ra,dec,Gmag,BPmag,RPmag,parallax,e_parallax,pmRA,e_pmRA,pmDE,e_pmDE,ruwe,teff,logg,feh,tmass_id,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,qual_tmass,wise_id,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,qual_wise,has_tmass_nf,has_wise_nf,radial_velocity,parallax_over_error,Gflux,e_Gflux,BPflux,e_BPflux,RPflux,e_RPflux,e_radial_velocity,ra_2mass,dec_2mass,ra_wise,dec_wise
Gaia DR3 5882096598319863936,Gaia DR3 5882096598319863936,5882096598319863936,232.4361861472933,-58.58091737789208,9.205201,9.992691,8.314879,0.3030987548735565,0.014021663,-3.2260711260198423,0.014843232,-3.2808986827751543,0.015390634,0.8683505,16567.332,2.2489,0.254,15294469-5834512,7.067,6.557,5.744,0.024,0.036,0.027,AAA,J152944.72-583451.2,4.337,2.815,1.812,1.477,0.242,0.463,0.012,0.016,BCAA,True,True,,21.616463,3916213.548871215,2170.6028,1375119.8893689653,2010.5612,3742886.040512968,5892.19,,232.436247,-58.580891,232.4363507,-58.5808959
Gaia DR3 5883559253643620864,Gaia DR3 5883559253643620864,5883559253643620864,233.8604834984782,-56.07010131103838,19.88165,21.596895,18.262907,-0.3114839828919908,0.47048637,-6.707951516832635,0.5093796,-4.079475633118684,0.5729909,1.1011045,,,,15352652-5604123,13.841,12.386,11.457,0.037,0.04,0.028,AAA,J153526.60-560411.9,10.458,10.055,9.351,8.856,0.028,0.026,0.086,,AAAU,True,True,,-0.66204673,210.0324198274415,0.834333,31.380432685314677,5.697601,392.64048022114326,5.703671,,233.860532,-56.070091,233.8608414,-56.0699868
Gaia DR3 5884424092561607168,Gaia DR3 5884424092561607168,5884424092561607168,237.17543435150108,-55.13173768719059,16.484657,20.223806,14.880927,0.3759378210205855,0.11369847,-4.247134022002589,0.129479,-4.1089858017309,0.12278724,1.1379373,,,,15484210-5507542,11.185,9.708,8.49,0.028,0.029,0.023,AAA,J154842.12-550753.8,6.806,6.079,5.079,5.13,0.067,0.048,0.012,0.141,AAAB,True,True,,3.3064458,4798.257768015799,8.218818,111.14620702627356,5.6078434,8846.82460440867,23.27011,,237.175439,-55.131725,237.1755167,-55.131628
Gaia DR3 5884464430895359616,Gaia DR3 5884464430895359616,5884464430895359616,235.76942142126896,-55.18688010595443,15.317626,18.0267,13.817166,0.3003490981676222,0.057876315,-4.015273134508295,0.06226771,-3.8595613808221834,0.056102112,1.096449,,,,15430468-5511123,10.96,9.936,9.056,0.029,0.034,0.026,AAA,J154304.68-551112.4,8.465,8.113,7.51,6.629,0.024,0.022,0.042,0.141,AAAB,True,True,,5.1894994,14057.123922974111,8.019788,840.8867212583284,6.5600038,23566.321938845645,28.66924,,235.769504,-55.186764,235.7695084,-55.186804
Gaia DR3 5885078984866033920,Gaia DR3 5885078984866033920,5885078984866033920,234.82064978577097,-55.82184619507108,19.623404,,,-0.1186588559549635,1.4876671,-3.961153149281573,1.3821037,-9.029025350140948,1.3333949,3.0167906,,,,15391701-5549189,14.124,12.581,11.501,0.033,0.031,0.025,AAA,J153917.03-554919.1,10.437,9.952,11.275,8.312,0.027,0.023,,,AAUU,True,True,,-0.0797617,266.431320141587,2.7375033,,,,,,234.820884,-55.821918,234.820985,-55.8219948
Gaia DR3 5932918014247209472,Gaia DR3 5932918014247209472,5932918014247209472,241.01573663052997,-53.17902010656498,18.807804,20.751114,17.076385,-0.1808865341695212,0.22659098,-4.39522666596018,0.27063614,-4.761107893905874,0.19378702,1.0586827,3851.2466,0.7083,-0.6999,16040379-5310443,13.134,11.899,11.171,0.028,0.026,0.051,AAA,J160403.86-531044.6,10.414,10.15,10.74,8.352,0.029,0.027,,,AAUU,True,True,,-0.7982954,564.7094964878539,1.0501434,68.38659948525685,6.4114056,1171.1271511380423,11.375332,,241.015829,-53.178993,241.0160928,-53.1790783
Gaia DR3 5934037012236694272,Gaia DR3 5934037012236694272,5934037012236694272,246.10926620089543,-51.535040267729926,10.436011,10.951102,9.723815,0.2599089367091463,0.017786872,-2.373741632687673,0.018927768,-5.240604142483818,0.014223671,0.869812,,,,16242623-5132060,8.601,8.244,7.837,0.026,0.036,0.023,AAA,J162426.29-513206.7,6.414,6.745,5.933,4.946,0.037,0.021,0.022,0.04,AAAA,True,True,,14.612403,1260498.6870650044,555.94696,568821.630605952,666.24817,1022426.7457060352,1797.241,,246.109301,-51.535027,246.1095639,-51.5352048
Gaia DR3 5934745299485840768,Gaia DR3 5934745299485840768,5934745299485840768,244.05744750684764,-51.61162428318194,12.5767145,13.723268,11.505713,0.2295846521927892,0.015457104,-3.5680962636382008,0.016811242,-3.8309468925781065,0.013848962,0.93164265,15014.976,3.0161,0.0371,16161381-5136417,9.727,9.224,8.798,0.026,0.03,0.028,AAA,J161613.81-513641.9,8.191,7.861,7.325,5.483,0.023,0.019,0.028,0.103,AAAA,True,True,,14.853019,175493.40636727706,345.6939,44270.03433179885,305.33896,198094.63143650407,1110.9314,,244.057545,-51.611603,244.0575695,-51.6116476
Gaia DR3 5934986165584098048,Gaia DR3 5934986165584098048,5934986165584098048,242.93209472137397,-51.1712983628122,16.3449,20.54438,14.291114,-0.8279042631236444,0.34370115,-2.35364165743989,0.43225735,-8.117058976318496,0.29595137,2.7025256,,,,16114370-5110166,10.259,8.973,8.097,0.022,0.027,0.024,AAA,J161143.60-511016.1,6.662,6.751,6.041,4.332,0.048,0.022,0.028,0.053,AAAA,True,True,,-2.408791,5457.415248697184,25.156664,82.73030577420778,4.2104816,15230.441374162148,23.06978,,242.932105,-51.171299,242.931707,-51.1711563
Gaia DR3 5935620137100518016,Gaia DR3 5935620137100518016,5935620137100518016,244.91743868826563,-49.23307848243896,15.282179,18.310612,13.759154,0.2869902387348639,0.0631512,-3.212312758373278,0.07109153,-3.911571864289593,0.06082183,1.0617534,,,,16194019-4913589,10.306,9.235,8.475,0.024,0.024,0.033,AAA,J161940.19-491359.2,7.657,7.058,3.34,-0.82,0.027,0.021,0.014,0.016,AAAA,True,True,,4.5444937,14523.627374910931,8.126792,647.3987711125158,5.5410595,24859.72542044768,18.564882,,244.917466,-49.233055,244.9174685,-49.2331296
Gaia DR3 5939094009724936320,Gaia DR3 5939094009724936320,5939094009724936320,254.89152650836232,-47.093520770799486,13.459996,14.9463625,12.27096,0.2029399123077518,0.017647924,-0.9586085675055768,0.021450141,-3.9592956161084056,0.016429095,1.0290627,,,,16593396-4705365,10.13,9.389,8.912,0.027,0.025,0.024,AAA,J165933.98-470536.4,8.227,7.867,7.164,6.418,0.023,0.02,0.021,0.074,AAAA,True,True,,11.499365,77794.38420118975,140.42389,14350.665588041224,116.33378,97898.11432345342,507.34244,,254.891528,-47.093491,254.8915904,-47.0934558
Gaia DR3 5940106659927357696,Gaia DR3 5940106659927357696,5940106659927357696,251.75664376522892,-45.862583710939774,16.236626,19.453163,14.4316025,0.0602733994662332,0.08791957,-2.058157550357528,0.1094656,-3.550749620557765,0.08990009,1.1206679,,,,16470136-4551456,8.133,7.686,6.93,0.02,,,AUU,J164701.46-455145.9,4.708,4.789,2.847,1.139,0.535,0.26,0.115,0.039,CBBA,True,True,,0.6855516,6029.712294284542,13.1858225,226.0223701514564,7.8591175,13381.886083160132,323.56802,,251.755678,-45.862686,251.7560928,-45.8627628
Gaia DR3 5940107106612387968,Gaia DR3 5940107106612387968,5940107106612387968,251.6928366923055,-45.79953367568169,14.96016,18.010864,13.453054,0.2396389573680911,0.05478814,-2.528352921910765,0.0659371,-3.772498649092492,0.05862153,0.95268315,4856.06,1.4863,-2.1853,16464628-4547582,10.04,8.214,6.725,0.023,0.018,0.026,AAA,J164646.32-454758.1,5.009,4.003,3.856,3.489,0.059,0.087,0.016,0.022,AAAA,True,True,,4.3739204,19538.117973837187,18.181477,853.2398184705427,7.906148,32956.15846385328,79.48958,,251.692846,-45.799526,251.6930224,-45.7994736
Gaia DR3 5940199907954832768,Gaia DR3 5940199907954832768,5940199907954832768,251.78173820826152,-45.822812914747246,18.130983,21.489052,16.471182,0.0615242239539257,0.17736714,-2.076888920667824,0.2168304,-3.614028894631714,0.1789159,1.0657173,,,,16470761-4549222,12.233,10.422,10.167,0.019,9.998,0.063,EFA,J164707.28-454922.2,8.966,6.979,3.497,2.353,0.173,0.093,0.149,0.027,BABA,True,True,,0.34687498,1053.303322588302,3.4622388,34.657417141784144,4.9836187,2044.961927737017,25.17466,,251.781712,-45.822842,251.7803437,-45.8228473
Gaia DR3 5940491385980774528,Gaia DR3 5940491385980774528,5940491385980774528,248.45304664598228,-49.47890858411934,13.536317,15.134825,12.318772,0.2029624209868051,0.016794391,-3.1396052809962645,0.019509807,-3.792294725764169,0.013130685,0.98546743,6389.5527,2.1208,-0.3525,16334874-4928439,10.218,9.292,8.907,0.026,0.061,0.067,AAA,J163348.42-492840.8,6.642,6.959,6.865,7.565,0.045,0.018,0.029,,AAAU,True,True,,12.085131,72513.72014695624,46.78405,12063.882519372535,28.25991,93680.51168246569,152.87827,,248.453088,-49.478882,248.4517883,-49.4780219
Gaia DR3 5941455760690440448,Gaia DR3 5941455760690440448,5941455760690440448,246.2452941805745,-48.94791523193902,19.260956,22.36596,17.527784,-0.4649922966952563,0.41306993,-4.122438547619067,0.43123388,-5.5175022581532325,0.35251516,1.2490287,,,,16245886-4856524,13.282,11.764,10.731,0.054,0.049,0.044,AAA,J162458.93-485652.5,9.745,9.341,8.235,5.961,0.025,0.022,0.064,0.14,AAAB,True,True,,-1.1256987,372.0184170682983,1.4677374,15.453736781677543,2.1151285,772.759657399066,12.404497,,246.245284,-48.947903,246.2455477,-48.9479411
Gaia DR3 5943094788943803904,Gaia DR3 5943094788943803904,5943094788943803904,250.9181964294488,-45.96602255657763,14.666981,17.056711,13.273968,0.25574729433846,0.041098982,-2.4472125883557725,0.052857336,-5.384437419557335,0.039472844,1.0535125,,,,16434036-4557576,10.565,9.708,9.141,0.024,0.025,0.02,AAA,J164340.36-455757.8,8.561,8.105,7.505,6.396,0.027,0.021,0.039,0.175,AAAB,True,True,,6.222716,25594.956001816056,19.657698,2054.624878117264,12.402307,38866.101805116574,68.23614,,250.918205,-45.966,250.91819,-45.9660779
Gaia DR3 5964033098110548736,Gaia DR3 5964033098110548736,5964033098110548736,254.7591210159279,-45.71946297556714,13.246547,14.749877,12.047398,0.2071846137828162,0.021153277,-0.1422004768412404,0.02595723,-3.262329241208218,0.023985725,1.3638409,,,,16590219-4543100,9.457,7.767,6.309,0.023,0.036,0.023,AAA,J165902.18-454309.2,4.489,3.692,3.45,3.357,0.186,0.174,0.012,0.024,BBAA,True,True,,9.794445,94695.21484155554,66.62135,17197.535847761043,50.914364,120281.61265546051,174.8213,,254.759148,-45.719467,254.7590983,-45.7192352
Gaia DR3 5966563486675142912,Gaia DR3 5966563486675142912,5966563486675142912,253.7437684795529,-41.15086637583546,5.671538,5.7849483,5.404865,0.5416667036863951,0.050578304,-0.4744422723792005,0.07831522,-1.617337046957746,0.058555525,0.83094805,,,,16545850-4109031,5.148,5.09,4.904,0.034,0.036,0.018,AAA,J165458.48-410903.1,4.611,4.18,3.955,3.174,0.171,0.127,0.015,0.018,BBAA,True,True,,10.709468,101468601.61856946,108360.695,66288408.89079274,192082.16,54602477.69395389,184069.05,,253.743777,-41.150864,253.7436832,-41.1508828
Gaia DR3 5967906059105052800,Gaia DR3 5967906059105052800,5967906059105052800,252.0057271498128,-42.79397453021029,14.4296055,16.083426,13.168109,0.1436552693108937,0.028588867,-1.8690020820628923,0.036122635,-1.4174043092524666,0.032299157,1.072837,,,,16480137-4247382,11.183,10.507,9.691,0.024,0.023,0.019,AAA,J164801.33-424738.3,9.056,8.653,8.14,6.958,0.023,0.02,0.062,,AAAU,True,True,,5.0248675,31849.633586853703,14.870382,5035.546653489558,12.762444,42846.44176874561,35.0087,,252.00571,-42.793968,252.0055563,-42.7939913
Gaia DR3 5972179719043340800,Gaia DR3 5972179719043340800,5972179719043340800,257.84040370649825,-39.88945196493216,12.136738,13.165592,11.114565,0.3576187416810114,0.014554089,-2.873652207192183,0.016513808,-3.186069334018928,0.010926238,0.94154763,,,,17112170-3953219,9.582,8.962,8.504,,0.036,,UAU,J171121.72-395321.7,7.718,7.491,6.967,6.204,0.025,0.021,0.121,0.108,AABA,True,True,,24.571703,263179.2566074234,528.45953,73991.18891153726,426.47726,284009.0947679592,1700.4386,,257.840429,-39.889427,257.8405094,-39.8893765
Gaia DR3 5973057438557915776,Gaia DR3 5973057438557915776,5973057438557915776,257.86876443414985,-39.2213861785365,20.528429,21.888308,18.779615,,,,,,,,,,,17112850-3913168,13.984,12.202,10.981,0.032,0.035,0.05,AAA,J171128.52-391316.5,9.742,9.297,8.339,5.13,0.027,0.025,0.246,0.065,AABA,True,True,,,115.76438312122036,0.89028084,23.99351402228093,3.405396,243.95629877168983,7.2083917,,257.86876,-39.221355,257.8688596,-39.2212725
Gaia DR3 5973487970376696320,Gaia DR3 5973487970376696320,5973487970376696320,258.6058523817259,-38.16402496209988,20.49082,,,,,,,,,,,,,17142539-3809499,12.012,11.34,9.787,,0.059,,UAU,J171425.51-380952.4,8.027,7.653,6.74,2.648,0.022,0.02,0.025,0.041,AAAA,True,True,,,119.84466519200564,0.90362686,,,,,,258.605807,-38.163883,258.6062959,-38.1645674
Gaia DR3 5973487970401339904,Gaia DR3 5973487970401339904,5973487970401339904,258.6068751203162,-38.16494543118273,,,16.673746,-0.1895904351510544,0.22570142,-4.340911607489867,0.31359354,-6.349547288760816,0.22023676,1.033089,,,,17142565-3809537,11.595,10.069,9.223,,0.033,0.034,UAA,J171425.51-380952.4,8.027,7.653,6.74,2.648,0.022,0.02,0.025,0.041,AAAA,True,True,,-0.84000546,,,,,1696.9145240104938,15.463379,,258.606903,-38.164925,258.6062959,-38.1645674
Gaia DR3 5973487970401341696,Gaia DR3 5973487970401341696,5973487970401341696,258.60292846484697,-38.16371673875123,19.960636,22.217985,17.875563,-0.2452101728915281,0.69645566,-3.5379647463884663,0.85180014,-5.086931391930831,0.591386,1.282317,,,,17142471-3809493,12.454,10.78,9.794,0.049,0.046,0.042,AAA,J171424.61-380949.8,8.802,8.382,6.062,2.009,0.029,0.026,0.017,0.029,AAAA,True,True,,-0.35208297,195.295523010456,0.9007115,17.710178254696988,2.7803752,560.9615620119235,7.0740376,,258.602991,-38.163708,258.6025617,-38.1638507
Gaia DR3 5975043607541238016,Gaia DR3 5975043607541238016,5975043607541238016,263.0137826353787,-35.07573693707156,14.566916,15.642748,13.535928,0.4298296254414223,0.028797846,-0.6416014554254998,0.031797417,-2.05453909974484,0.02362632,1.2033803,,,,17320330-3504323,11.331,10.555,10.171,0.028,0.039,0.037,AAA,J173203.19-350430.7,8.67,8.411,8.107,7.179,0.023,0.02,0.043,0.211,AAAB,True,True,,14.9257555,28065.988296450945,16.920023,7556.448622264379,27.085398,30534.24560890097,25.479929,,263.013785,-35.075657,263.0132979,-35.0752084
Gaia DR3 5980784844951253376,Gaia DR3 5980784844951253376,5980784844951253376,239.85532261036104,-54.21189116981536,14.377344,16.064955,13.125524,0.1900596626522281,0.02023885,-4.635981496814032,0.019984692,-4.370306980741452,0.016963517,1.0305371,7000.745,2.1088,-0.6669,15592528-5412427,10.935,10.242,9.759,0.03,0.035,0.029,AAA,J155925.27-541243.2,8.847,8.555,8.137,7.783,0.023,0.02,0.056,,AAAU,True,True,,9.390833,33420.20166789108,36.867363,5121.943527187224,21.449127,44560.36579778647,136.59258,,239.855337,-54.21188,239.8553075,-54.2120007
Gaia DR3 5981056802278006144,Gaia DR3 5981056802278006144,5981056802278006144,240.11007918729416,-52.1861284617717,17.085026,21.27109,15.4204645,0.3746002958582616,0.13455531,-4.162774560520982,0.1538781,-4.766506201483313,0.14077267,0.94910705,,,,16002643-5211099,11.526,10.195,9.289,0.021,0.022,0.021,AAA,J160026.43-521109.8,8.477,7.969,7.364,6.291,0.028,0.023,0.03,0.11,AAAB,True,True,,2.7839873,2760.1749521122483,4.3351865,42.36241259208339,6.5474224,5382.3533607293,15.311532,,240.110125,-52.186092,240.1101362,-52.1860585
Gaia DR3 5981635832593607040,Gaia DR3 5981635832593607040,5981635832593607040,240.21035462187191,-51.71258991531948,15.491598,,,,,,,,,,,,,16005047-5142449,9.127,7.764,6.432,0.02,0.016,0.018,AAA,J160050.46-514245.5,4.239,3.06,-0.728,-2.514,0.191,0.13,0.418,0.004,BBCA,True,True,,,11975.87698749532,30.570202,,,,,,240.210328,-51.712494,240.2102828,-51.7126639
Gaia DR3 6054402160638288000,Gaia DR3 6054402160638288000,6054402160638288000,183.6321358080735,-62.981131269781486,15.853502,18.419275,13.769975,-0.2243683421154676,0.1332577,-6.03600813564181,0.11436452,0.0517532250270983,0.124204,1.4955102,,,,12143171-6258532,9.466,8.301,7.666,,,0.046,UUA,J121431.71-625850.6,5.445,5.302,5.698,3.81,0.071,0.031,0.022,0.035,AAAA,True,True,,-1.6837176,8581.159324427674,61.301636,585.7427690601701,11.727035,24613.20561562246,604.8276,,183.632143,-62.981457,183.6321638,-62.9807299
Gaia DR3 6054402160643310208,Gaia DR3 6054402160643310208,6054402160643310208,183.6412523054442,-62.98019464801802,16.830671,19.858292,15.265159,-0.0291144617422649,0.072694354,-6.119261721193652,0.06464404,0.5751101745729355,0.07151152,1.0319917,4000.2578,0.7336,-0.7103,12143390-6258486,11.663,10.383,9.617,0.029,0.029,0.025,AAA,J121433.57-625849.5,8.224,7.694,7.008,3.986,0.019,0.018,0.059,0.063,AAAA,True,True,,-0.40050513,3488.817022166233,7.654693,155.63250236820593,7.1067314,6210.045749340467,18.540106,,183.641288,-62.980186,183.6399126,-62.9804264
Gaia DR3 6054402164972282240,Gaia DR3 6054402164972282240,6054402164972282240,183.63782660930215,-62.98084404569752,16.50891,19.540464,14.966521,0.0280762168257376,0.06912595,-5.883886835595536,0.058609217,0.6513355865962932,0.068720415,1.0673419,4535.0527,1.4462,-0.6416,12143309-6258509,11.438,10.264,9.55,0.072,0.063,0.058,AAA,J121433.57-625849.5,8.224,7.694,7.008,3.986,0.019,0.018,0.059,0.063,AAAA,True,True,,0.4061603,4692.266690697299,4.50319,208.56010793817657,5.447526,8176.167708708027,16.898243,,183.637881,-62.980816,183.6399126,-62.9804264
Gaia DR3 6054469643164086016,Gaia DR3 6054469643164086016,6054469643164086016,183.06998922110623,-62.77071052297956,17.463697,20.865452,15.892255,-0.1229429284252206,0.12313419,-6.341426138165325,0.1170732,0.1785121142358605,0.123216525,1.2453346,3739.8467,0.5823,-0.4,12121681-6246145,12.067,10.719,9.88,0.035,0.03,0.028,AAA,J121216.84-624614.5,9.04,8.597,8.709,6.294,0.024,0.021,0.184,,AABU,True,True,,-0.9984467,1947.4575615056688,3.6524024,61.55114442758661,4.3497767,3485.4301163622117,11.155943,,183.070057,-62.770706,183.0701712,-62.7707162
Gaia DR3 6055240641333628800,Gaia DR3 6055240641333628800,6055240641333628800,192.70400502762612,-62.41104875626224,19.03654,21.842234,17.433025,-0.1183361821113328,0.26197958,-6.2867121410324485,0.24338645,-0.2195830551336485,0.23292254,1.0542678,,,,12504897-6224397,13.32,11.919,11.088,0.037,0.041,0.024,AAA,J125048.99-622439.7,10.128,9.753,8.919,7.229,0.021,0.02,0.05,0.102,AAAA,True,True,,-0.4517,457.4368553454525,1.0053902,25.03359629235508,2.7772322,843.2341370332832,6.3629923,,192.704079,-62.411037,192.7041515,-62.4110353
